SCHOOL,DISTRICT,CODE,NAME,ENG,NEP,MATH,SCI,SOC,HPE,TOTAL,SAP,DIST,FIRST,SEC,THIRD,PASS,FAIL,PASS.PERCENT
4900,DARCHULA,74033,MALIKARJUN SECONDARY SCHOOL TELIGAUN,14,38,17,17,3,23,14,14,0,1,1,0,2,12,14
1720,KAVREPALANC,27104,MALPI INTERNATIONAL SCHOOL PANAUTI-9,69,63,74,56,70,53,39,39,9,30,0,0,39,0,100
2579,LALITPUR,32197,MAMATA VIDYA SADAN SANEPA,5,59,82,5,59,54,25,25,3,20,2,0,25,0,100
870,OKHALDHUNGA,13009,MAMKHA MA VI MAMKHA,30,50,30,30,54,44,43,43,0,3,18,1,22,21,51
2742,CHITWAN,34074,MAN SHIKSHA MANDIR BHARATPUR,59,58,74,44,61,55,19,19,1,14,3,0,18,1,95
3185,KASKI,41088,MANAKAMANA BOARDING SCHOOL NADIPUR POKH,55,41,46,36,59,52,19,18,0,15,2,0,17,1,94
2179,KATHMANDU,29371,MANAKAMANA ENGLISH BOARDING SCHOOL KOTE,0,6,77,39,54,54,22,22,2,16,3,0,21,1,95
3889,RUPANDEHI,48106,MANAKAMANA ENGLISH HIGH SCHOOL SIDDHARTH,58,58,60,43,64,6,27,26,1,24,1,0,26,0,100
1980,KATHMANDU,29159,MANAKAMANA ENGLISH MA VI GOKARNA,65,65,86,44,7,57,84,84,18,63,3,0,84,0,100
2968,GORKHA,38007,MANAKAMANA MA VI MANAKAMANA,25,51,26,20,41,50,64,63,0,1,17,1,19,44,30
3377,SYANGJA,43013,MANAKAMANA MA VI PELKACHOUR,18,30,3,18,42,44,20,20,0,1,3,0,4,16,20
326,SANKHUWASAB,5004,MANAKAMANA MA VI TUMLINGTAR,29,44,30,30,5,47,53,53,0,2,19,0,21,32,40
896,OKHALDHUNGA,13035,MANAKAMANA MA VI WAKSA,14,31,12,22,38,39,68,68,0,0,1,0,1,67,1
1411,SARLAHI,22055,MANAKAMANA SECONDARY BOARDING SCHOOL HA,63,62,82,45,64,50,7,7,0,7,0,0,7,0,100
2946,PARSA,37047,MANAKAMANA SECONDARY SCHOOL BIRGUNJ,52,52,69,42,56,53,28,28,3,14,8,0,25,3,89
1988,KATHMANDU,29167,MANAMAIJU MA VI MANAMAIJU,50,65,73,35,53,53,39,39,1,25,11,0,37,2,95
2180,KATHMANDU,29372,MANANK CHILDREN'S PARADISE SCHOOL SARASW,57,66,72,35,47,58,11,11,0,10,1,0,11,0,100
2368,KATHMANDU,29574,MANASALU PUBLIC HIGH SCHOOL NAYABAZAR,56,60,87,46,62,46,8,8,0,6,1,0,7,1,88
2963,GORKHA,38002,MANDALI MA VI CHHOPRAK,28,56,32,2,42,42,50,50,0,4,13,0,17,33,34
1558,DHADING,26004,MANDALI MA VI PHULKHARKA,3,61,46,26,47,39,35,35,0,5,11,1,17,18,49
3611,PALPA,45046,MANDALI MA VI TELGHA,27,41,30,2,29,37,30,30,0,1,8,2,11,19,37
4257,PYUTHAN,57014,MANDAVI MA VI NAYAGAUN,35,4,40,28,40,45,31,30,0,2,22,1,25,5,83
3763,ARGHAKHANCH,47031,MANDRE MA VI MANDRE,21,3,1,1,35,39,30,30,0,0,2,0,2,28,7
470,BHOJPUR,8020,MANEDADA MA VI MANEDADA,29,48,23,26,52,42,35,35,0,3,11,0,14,21,40
1164,RAMECHHAP,18042,MANEDANDA MA VI PINGKHURI,20,36,28,17,4,38,15,15,0,0,0,0,0,15,000
2036,KATHMANDU,29220,MANGAL DWIP MA VI BAUDDHA,63,54,74,37,5,48,9,9,0,9,0,0,9,0,100
1626,KAVREPALANC,27010,MANGAL JANA VIJAYA MA VI MANGALTAR,3,39,26,19,43,33,100,100,0,2,19,7,28,72,28
2916,PARSA,37017,MANGAL MA VI BHISWA,30,44,5,17,31,35,44,44,0,4,9,2,15,29,34
1945,KATHMANDU,29122,MANGAL MA VI KIRTIPUR,41,55,7,38,52,53,34,34,0,23,10,0,33,1,97
2181,KATHMANDU,29374,MANGAL MA VI NEW NAIKAP,49,58,68,59,51,49,26,26,2,18,6,0,26,0,100
4534,BANKE,67001,MANGAL PRASAD MA VI NEPALGUNJ,35,5,17,24,43,4,65,64,0,5,12,0,17,47,27
525,MORANG,9029,MANGAL SINGH MA VI AMARDAHA-5,26,38,24,35,5,37,38,38,0,2,5,2,9,29,24
3982,MYAGDI,51006,MANGALA MA VI BABIYA CHOUR,20,38,32,21,46,51,53,53,0,2,10,0,12,41,23
3041,LAMJUNG,40006,MANGALA MA VI SOTIPASAL,41,42,51,24,48,43,52,52,0,8,34,0,42,10,81
4726,ACHHAM,71033,MANGALA NEPAL RASTRIYA MA VI OLIGAUN,18,34,23,22,34,28,88,84,0,0,14,7,21,63,25
311,JHAPA,4159,MANGALMAYA MA VI LAKHANPUR-1,23,41,26,27,4,35,38,38,0,2,7,0,9,29,24
4155,PARBAT,53066,MANGALODAYA MA VI CHUWA,25,51,38,21,40,49,33,33,0,2,11,0,13,20,39
1830,KATHMANDU,29003,MANGLODAYA MA VI THANKOT,49,60,69,51,53,48,97,94,9,76,9,0,94,0,100
2863,BARA,36030,MANI MA VI THASKOL,2,41,30,17,44,36,46,46,0,2,9,0,11,35,24
3030,GORKHA,38071,MANIKAMA DEVI MA VI LAPRAK,32,46,26,27,37,42,18,18,0,0,4,3,7,11,39
1026,SIRAHA,16011,MANILAL JANATA MA VI SOTHIAAEN,21,37,37,25,34,41,46,46,0,3,13,1,17,29,37
4982,DANDELDHURA,76028,MANILEK MA VI CHIPUR,24,48,40,31,40,4,19,19,0,1,7,0,8,11,42
4908,BAITADI,75006,MANILEK MA VI KESHARPUR KADA,2,4,22,29,37,34,71,71,0,1,6,2,9,62,13
4928,BAITADI,75026,MANILEKH MA VI GURUKHOLA,1,36,17,20,36,32,31,31,0,0,0,0,0,31,000
552,MORANG,9056,MANITARA ENGLISH AWASIYA MA VI BIRATNAGAR-7,51,52,60,41,52,42,13,13,0,7,6,0,13,0,100
2093,KATHMANDU,29280,MANJARI INTERNATIONAL EXCLUSIVE MA VI GALFU,69,56,78,62,54,53,7,7,1,6,0,0,7,0,100
2272,KATHMANDU,29472,MANJUGHOKSHA ACADEMY KUMARIGAL,6,62,76,48,41,45,8,8,0,7,1,0,8,0,100
2501,LALITPUR,32117,MANJUSHREE BOARDING SCHOOL SAINBU BHAINS,53,5,63,26,48,49,12,12,0,5,1,0,6,6,50
2521,LALITPUR,32137,MANJUSHREE ENGLISH BOARDING SCHOOL DHOBI,56,64,77,5,54,61,6,6,1,4,1,0,6,0,100
4432,JAJARKOT,64013,MANNE DHUNGA MA VI TALEGAUN,16,3,12,14,3,32,59,58,0,0,2,0,2,56,3
537,MORANG,9041,MANOHAR JANATA MA VI MADHUMALLA,27,42,37,33,53,45,50,50,0,6,23,4,33,17,66
1953,KATHMANDU,29130,MANOHAR MA VI GONGABU,38,62,47,28,46,47,64,64,0,14,27,1,42,22,66
3315,TANAHUN,42049,MANOHAR MA VI PURKOT,22,40,25,21,38,47,49,49,0,2,5,1,8,41,16
824,KHOTANG,12021,MANOKAMANA JANAKALYAN MA VI NIRMALIDANDA,19,38,2,29,37,33,73,73,0,0,3,3,6,67,8
4617,BARDIA,68024,MANPUR MA VI TAPARA,31,43,24,21,35,3,163,162,0,5,27,10,42,120,26
4358,HUMLA,59002,MANSAROBAR MA VI SIMIKOT,3,48,30,33,37,43,45,45,0,4,17,1,22,23,49
2005,KATHMANDU,29184,MANSING DHARMA MA VI MANAMAIJU,5,62,62,30,46,50,30,30,0,12,13,0,25,5,83
3798,RUPANDEHI,48013,MARCHABAR ADARSHA MA VI MAJHAGAWA,18,29,18,16,38,32,64,63,0,0,6,0,6,56,10
1399,SARLAHI,22042,MARICH MAN SINGH JANATA MA VI CHANDRANAGA,23,40,29,3,34,34,28,28,0,2,8,0,10,18,36
305,JHAPA,4153,MARIGOLD ACADEMY BHUTANESE REFUGEE CAMP,35,42,21,29,42,42,195,195,0,6,51,8,65,130,33
4591,BANKE,67060,MARIGOLD ENGLISH BOARDING HIGH SCHOOL KAR,55,43,54,36,45,39,16,16,0,4,10,0,14,2,88
2935,PARSA,37036,MARIGOLD ENGLISH BOARDING MA VI RESHAMKOT,58,54,72,51,51,48,36,36,1,24,4,0,29,7,81
2778,CHITWAN,34119,MARIGOLD ENGLISH BOARDING SCHOOL CHAINPU,59,61,73,43,68,62,9,9,1,6,1,0,8,1,89
4842,KAILALI,73067,MARIGOLD ENGLISH BOARDING SCHOOL DHANGAD,19,34,12,1,28,27,38,37,0,0,0,0,0,37,000
3200,KASKI,41104,MARIGOLD ENGLISH BOARDING SCHOOL NAYAGAO,65,56,6,48,61,55,21,21,1,20,0,0,21,0,100
2218,KATHMANDU,29412,MARSHYANGDI BOARDING SCHOOL NAYABAZAR,59,56,85,49,63,49,9,9,0,8,0,0,8,1,89
3318,TANAHUN,42052,MARSYANGDI BALJYOTI AWASIYA MA VI ANBUKHAI,57,5,59,46,61,60,35,35,3,19,7,0,29,6,83
2583,LALITPUR,32202,MARY WARD SCHOOL LUBHOO,47,62,71,59,56,50,24,24,1,22,1,0,24,0,100
974,SAPTARI,15020,MASILAL JANATA MA VI KUSHAHA,20,44,18,23,34,36,218,218,0,3,34,1,38,180,17
4753,DOTI,72020,MASTAMANDAU MA VI POKHARI,2,38,23,21,4,29,9,9,0,0,2,1,3,6,33
4653,BAJURA,69020,MASTESWARI MA VI PANDHARA,10,38,16,30,34,35,15,15,0,0,0,0,0,15,000
4638,BAJURA,69005,MASTESWORI MA VI DOGADI,17,34,23,31,34,34,15,15,0,1,2,0,3,12,20
3603,PALPA,45038,MASYAM MA VI MASYAM,26,41,27,19,40,5,36,36,0,2,10,0,12,24,33
4126,PARBAT,53036,MATE DEWAL JANA SAHAYOGI MA VI MUDIKUWA,2,50,32,21,40,43,54,53,1,2,15,0,18,35,34
1651,KAVREPALANC,27035,MATHURAPATI MA VI PHULBARI,31,5,36,26,39,37,41,41,0,4,16,0,20,21,49
3365,SYANGJA,43001,MATRI BHOOMI MA VI SATOUN,21,43,24,22,33,35,78,78,0,2,16,2,20,58,26
3581,PALPA,45016,MATRI BHUMI MA VI DEVINAGAR,25,4,2,24,40,46,53,53,0,1,19,0,20,33,38
3384,SYANGJA,43020,MATRIBHUMI MA VI CHITREBHANJYANG,20,52,21,24,31,5,36,36,0,1,2,0,3,33,8
2119,KATHMANDU,29310,MATRIBHUMI SHIKSHA SADAN MA VI NAGPOKHARI,62,56,81,57,54,54,16,16,3,10,3,0,16,0,100
2647,MAKWANPUR,33047,MATSYA NARAYAN MA VI SOLTU PALUNG,33,48,35,22,47,45,38,38,0,7,5,0,12,26,32
35,TAPLEJUNG,1034,MAYAM MA VI FURUMBU-5,16,27,7,3,30,29,24,24,0,0,0,0,0,24,000
220,JHAPA,4066,MECHI AWASIYA MA VI DAMAK,40,53,49,45,57,53,72,71,1,37,22,0,60,11,85
240,JHAPA,4087,MECHI ENGLISH HIGH SCHOOL BHADRAPUR,57,5,45,46,66,44,7,7,0,6,1,0,7,0,100
61,PANCHTHAR,2025,MECHI ENGLISH SCHOOL PHIDIM 4,54,44,59,43,6,53,42,42,0,27,15,0,42,0,100
181,JHAPA,4027,MECHI JANASADHARAN MA VI BAHUNDANGI,25,41,2,30,41,37,53,53,0,0,9,0,9,44,17
298,JHAPA,4145,MECHI SHIKSHA NIKETAN MECHINAGAR-12,27,41,1,25,43,43,10,10,0,0,1,0,1,9,10
33,TAPLEJUNG,1032,MECHI ST. MARY'S ENGLISH BOARDING SCHOOL P,0,5,50,37,58,46,9,9,0,7,2,0,9,0,100
4816,KAILALI,73041,MELKATTESHWAR MA VI BAYALA,18,40,17,19,35,34,35,33,0,0,4,2,6,27,18
742,SUNSARI,10080,MERRYLAND ENGLISH BOARDING SCHOOL DHARA,0,54,44,34,60,55,27,27,0,14,11,0,25,2,93
2017,KATHMANDU,29200,MERRYLAND PUBLIC HIGH SCHOOL SUBIDHANAGA,59,58,76,47,55,56,67,67,6,55,6,0,67,0,100
3126,KASKI,41028,MESHRAM BARAH MA VI GHANDRUK,31,35,42,3,41,35,16,16,0,1,7,1,9,7,56
2027,KATHMANDU,29211,METROPOLITAN ENGLISH AWASIYA MA VI THAPAGA,60,55,73,50,56,56,29,29,2,21,2,0,25,4,86
2592,LALITPUR,32212,MIDDLE POINT ENGLISH BOARDING HIGH SCHOOL,55,51,54,28,6,44,10,10,0,3,6,0,9,1,90
122,ILAM,3032,MIKLACHONG MA VI SAKPHARA,19,33,1,14,36,3,22,21,0,0,0,0,0,21,000
2061,KATHMANDU,29247,MILAN VIDYA MANDIR ANAMNAGAR,62,65,83,54,54,61,32,32,5,27,0,0,32,0,100
519,MORANG,9023,MILLS MA VI MILLS AREA RANI BIRATNAGAR,25,36,3,30,47,41,84,84,1,4,18,5,28,56,33
2719,CHITWAN,34051,MILLY JULLY AWASIYA MA VI PARSADHAP MEGHAU,56,63,70,46,62,5,38,38,0,35,3,0,38,0,100
3268,TANAHUN,42002,MIN MA VI THARPU,30,53,30,28,5,44,55,55,0,7,9,0,16,39,29
1589,DHADING,26035,MINDUKA MA VI NALANG,32,48,37,18,39,40,45,45,0,1,11,3,15,30,33
3859,RUPANDEHI,48076,MINERVA ENGLISH BOARDING HIGH SCHOOL PADS,53,58,59,36,61,55,25,25,1,15,7,0,23,2,92
4345,DANG,58072,MINERVA ENGLISH HIGH SCHOOL TULSIPUR,58,58,56,43,62,57,30,30,0,20,6,0,26,4,87
649,MORANG,9155,MINERVA JUNIOR ENGLISH SCHOOL LETANG-2,57,53,53,4,51,44,16,16,0,10,6,0,16,0,100
2924,PARSA,37025,MINI LAND ENGLISH MA VI BIRGUNJ,49,4,69,38,49,46,91,91,3,43,26,0,72,19,79
2240,KATHMANDU,29435,MINILAND ENGLISH HIGH SCHOOL DANCHHI THALI-,63,70,84,62,62,65,19,19,10,9,0,0,19,0,100
2355,KATHMANDU,29561,MINILAND SCHOOL TEKU,54,46,45,40,4,57,11,11,0,4,6,0,10,1,91
3001,GORKHA,38040,MIRKOT MA VI BANGDANDA,29,53,36,31,50,44,21,21,0,2,11,0,13,8,62
1256,DHANUSHA,20033,MITHILA TILAK NANDA KUMARI KARKI MA VI JHATIY,17,30,39,20,30,28,15,15,0,0,1,0,1,14,7
1935,KATHMANDU,29112,MITRA MA VI KALIMATI KULESHWOR,63,59,80,43,52,58,22,22,3,18,1,0,22,0,100
2819,RAUTAHAT,35036,MITRA MEMORIAL AWASIYA MA VI GAUR,59,54,70,41,47,52,13,13,0,10,3,0,13,0,100
3284,TANAHUN,42018,MITRATA MA VI SATRASAYA DEVITAR KHAIRENI,29,33,2,22,4,30,104,104,0,6,8,5,19,85,18
4857,KAILALI,73084,MODEL ACADEMY TIKAPUR,33,5,53,33,5,43,21,21,0,5,8,1,14,7,67
1287,DHANUSHA,20065,MODEL PUBLIC SCHOOL JANAKPUR,59,50,81,42,5,48,18,18,1,16,1,0,18,0,100
2264,KATHMANDU,29463,MODEL SCHOOL THANKOT,59,59,88,55,58,53,24,24,2,22,0,0,24,0,100
1814,BHAKTAPUR,28090,MODERN BOARDING SCHOOL DADHIKOT-9,64,72,94,62,68,53,23,23,12,11,0,0,23,0,100
2725,CHITWAN,34057,MODERN ENGLISH BOARDING SCHOOL PARSA,5,52,45,39,52,53,31,31,0,13,9,0,22,9,71
1309,DHANUSHA,20089,MODERN ENGLISH SECONDARY BOARDING SCHOO,32,38,48,40,47,38,16,16,0,2,9,0,11,5,69
4817,KAILALI,73042,MODERN ERA BOARDING HIGH SCHOOL DHANGAD,31,46,28,2,34,42,34,34,0,3,14,0,17,17,50
2525,LALITPUR,32141,MODERN GRADED ENGLISH SCHOOL KUSUNTI,57,61,70,33,54,50,12,12,0,9,2,0,11,1,92
725,SUNSARI,10062,MODERN PREPARATORY BOARDING SCHOOL ITAH,52,55,50,42,6,52,42,42,1,21,16,0,38,4,90
4561,BANKE,67028,MODERN PUBLIC ENGLISH BOARDING SCHOOL,60,48,7,4,52,48,29,29,1,19,8,0,28,1,97
4858,KAILALI,73085,MODERN SCHOOL DHANGADI,49,45,81,48,45,44,11,11,0,7,4,0,11,0,100
3571,PALPA,45006,MOHAN KANYA MA VI TANSEN,26,46,22,19,29,52,37,37,0,1,6,0,7,30,19
1032,SIRAHA,16017,MOHAN MA VI RAMNAGAR MIRCHAIYA,17,34,14,18,34,28,172,170,0,0,18,1,19,151,11
2737,CHITWAN,34069,MOHANA MA VI MOHANA,39,47,62,30,42,4,52,52,0,11,32,2,45,7,87
4860,KAILALI,73087,MOHANYAL SECONDARY VIDYA MANDIR CHAUMAL,0,49,35,32,52,45,14,14,0,2,4,0,6,8,43
1273,DHANUSHA,20050,MONASTIC SECONDARY ENGLISH SCHOOL JANAKP,59,63,73,51,70,49,67,66,14,46,2,0,62,4,94
3890,RUPANDEHI,48107,MONTESSORI MEMORIAL BOARDING HIGH SCHOOL,56,57,50,36,62,57,20,20,1,10,4,0,15,5,75
2941,PARSA,37042,MOON LIGHT ENGLISH BOARDING SCHOOL RESHA,50,47,60,40,48,44,14,14,1,5,7,0,13,1,93
3874,RUPANDEHI,48091,MOON LIGHT ENGLISH BOARDING SCHOOL SIDDHA,49,52,60,34,46,46,35,35,1,15,19,0,35,0,100
2464,LALITPUR,32076,MOON LIGHT MA VI SATDOBATO,58,55,73,37,52,53,49,49,6,28,8,0,42,7,86
1272,DHANUSHA,20049,MOON LIGHT SECONDARY ENGLISH SCHOOL KADA,48,43,69,42,53,49,10,10,0,5,2,0,7,3,70
2150,KATHMANDU,29342,MOONSHINE BOARDING ENGLISH MA VI DALLU,52,44,48,3,41,4,10,10,0,2,4,3,9,1,90
581,MORANG,9085,MORANG MODEL RESIDENTIAL SCHOOL URLABARI-,57,56,70,53,57,45,56,56,1,49,6,0,56,0,100
1293,DHANUSHA,20071,MORNING GLORY ENGLISH MEDIUM SCHOOL JANA,48,44,60,48,5,53,8,8,0,5,3,0,8,0,100
2025,KATHMANDU,29208,MORNING GLORY SCHOOL TRIPURESHWAR,48,40,54,40,38,38,34,26,0,23,2,0,25,1,96
4771,DOTI,72040,MORNING LIGHT BOARDING SCHOOL SILGADI,5,6,51,3,37,4,22,22,0,4,14,0,18,4,82
3179,KASKI,41082,MORNING STAR AWASIYA MA VI NAGDANDA,56,70,83,45,64,6,24,24,6,18,0,0,24,0,100
1292,DHANUSHA,20070,MORNING STAR HIGH SCHOOL RAMANANDCHOWK,58,63,73,41,6,53,6,6,0,5,1,0,6,0,100
1010,SAPTARI,15056,MOTHER MEMORIAL ENGLISH BOARDING SCHOOL,54,53,60,60,49,57,28,28,0,22,6,0,28,0,100
660,MORANG,9167,MOTHER TERESA MEMORIAL ENGLISH BOARDING S,55,54,70,46,57,51,7,7,0,5,2,0,7,0,100
1280,DHANUSHA,20058,MOTHER TERESA PUBLIC SCHOOL JANAKPURDHA,0,6,64,42,68,53,46,46,0,35,9,0,44,2,96
442,DHANKUTA,7048,MOTHERLAND ENG SECONDARY BOARDING SCHO,0,51,46,35,50,51,24,24,0,13,8,0,21,3,88
292,JHAPA,4139,MOTHERLAND ENGLISH BOARDING SCHOOL DAMA,56,54,78,49,62,56,16,16,0,16,0,0,16,0,100
3217,KASKI,41121,MOTHERLAND HIGHER SECONDARY SCHOOL MASB,63,66,76,55,75,60,59,59,27,32,0,0,59,0,100
2254,KATHMANDU,29452,MOTHERLAND SCHOOL NEW NAIKAP,62,52,71,56,56,49,15,15,3,12,0,0,15,0,100
4256,PYUTHAN,57013,MOTI MA VI BARAULA,28,50,22,2,48,54,24,24,0,1,4,0,5,19,21
159,JHAPA,4005,MOTI MA VI DHARAMPUR,20,40,25,28,41,32,40,39,0,1,6,1,8,31,21
4,TAPLEJUNG,1003,MOTI MA VI KHOKLING,21,34,11,15,36,32,27,27,0,0,2,0,2,25,7
3846,RUPANDEHI,48061,MOTIPUR MA VI MOTIPUR,24,5,41,3,55,4,52,52,0,6,12,0,18,34,35
145,ILAM,3058,MOTIRAM MA VI JIRMALE SALAKPUR ILAM,3,5,37,39,46,46,25,25,0,4,15,0,19,6,76
3352,TANAHUN,42091,MOUNT ANNAPURNA ENGLISH BOARDING SCHOOL,56,6,84,54,42,53,18,18,1,16,1,0,18,0,100
3143,KASKI,41046,MOUNT ANNAPURNA SCHOOL POKHARA,62,5,79,56,74,59,18,18,5,13,0,0,18,0,100
2369,KATHMANDU,29575,MOUNT CHANDRAGIRI THANKOT,57,57,84,49,63,5,4,4,0,4,0,0,4,0,100
2923,PARSA,37024,MOUNT EDMUND MA VI OM ASHRAM,5,46,52,3,43,45,40,40,1,11,9,0,21,19,53
4005,MYAGDI,51030,MOUNT EVEREST AWASIYA MA VI BENIBAZAR,62,55,79,47,61,54,30,30,0,30,0,0,30,0,100
3144,KASKI,41047,MOUNT EVEREST BOARDING SCHOOL POKHARA,54,53,73,48,59,58,23,23,1,17,4,0,22,1,96
834,KHOTANG,12031,MOUNT EVEREST ENGLISH BOARDING SCHOOL DIK,4,54,68,5,58,54,24,24,0,16,8,0,24,0,100
228,JHAPA,4074,MOUNT EVEREST MA VI GAURADAHA,64,62,58,47,57,55,39,39,5,25,8,0,38,1,97
1069,SIRAHA,16055,MOUNT EVEREST SECONDARY BOARDING SCHOOL,57,6,7,53,58,53,25,25,1,23,1,0,25,0,100
2890,BARA,36057,MOUNT EVEREST SECONDARY ENGLISH SCHOOL S,60,59,88,57,69,51,33,33,5,28,0,0,33,0,100
1772,BHAKTAPUR,28047,MOUNT EVEREST SECONDARY SCHOOL SURYABIN,63,64,8,45,56,57,60,60,13,38,7,0,58,2,97
2121,KATHMANDU,29312,MOUNT EVEREST SECONDORY SCHOOL DANCHHI-,62,70,86,58,56,62,16,16,7,9,0,0,16,0,100
2370,KATHMANDU,29576,MOUNT GAURI SHANKAR SCHOOL BALUWATAR,62,53,78,47,51,52,8,8,0,8,0,0,8,0,100
2245,KATHMANDU,29440,MOUNT GLORY ENGLISH BOARDING HIGH SCHOOL,55,65,62,49,55,48,19,19,1,11,5,0,17,2,89
2371,KATHMANDU,29577,MOUNT GLORY INT'L BOARDING SCHOOL BASUNDH,64,65,76,58,64,40,9,9,0,9,0,0,9,0,100
2010,KATHMANDU,29192,MOUNT KAILASH AWASIYA MA VI KAPAN,39,32,47,30,31,29,8,5,0,5,0,0,5,0,100
2490,LALITPUR,32103,MOUNT MAKALU MA VI SHAIBU,61,61,78,4,57,51,20,20,3,12,2,0,17,3,85
746,SUNSARI,10085,MOUNT MANASLU SECONDARY SCHOOL DUHABI,41,58,5,45,65,51,44,44,1,28,7,0,36,8,82
126,ILAM,3038,MOUNT MECHI AWASIYA MA VI,51,51,52,45,58,51,49,49,7,19,17,0,43,6,88
2544,LALITPUR,32162,MOUNT OLIVE ENGLISH AWASIYA MA VI SIDDHIPUR,58,59,6,47,6,5,20,20,3,10,7,0,20,0,100
2104,KATHMANDU,29291,MOUNT OLIVES ENGLISH AWASIYA MA VI SINAMAN,64,66,83,44,48,54,41,41,6,35,0,0,41,0,100
2209,KATHMANDU,29403,MOUNT SAGARMATHA BRILLIANT'S ACADEMY GURJ,6,64,8,55,56,49,12,12,0,11,1,0,12,0,100
2250,KATHMANDU,29446,MOUNT SEB SCHOOL JADIBUTI KOTESHOR,65,68,70,44,62,55,12,12,1,11,0,0,12,0,100
1776,BHAKTAPUR,28051,MOUNT SINAI ENGLISH BOARDING SECONDARY SC,65,67,86,6,71,6,20,20,11,9,0,0,20,0,100
2354,KATHMANDU,29560,MOUNT SINAI ENGLISH SCHOOL MIN BHAWAN,59,58,66,35,57,45,13,13,0,10,3,0,13,0,100
2429,LALITPUR,32040,MOUNT VALLEY BOARDING SCHOOL LAGANKHEL,51,52,57,30,37,48,11,11,0,3,3,0,6,5,55
1786,BHAKTAPUR,28061,MOUNT VALLEY ENGLISH SCHOOL KWATHANDOU,65,64,8,5,63,56,46,46,16,30,0,0,46,0,100
1687,KAVREPALANC,27071,MOUNT VIEW ENGLISH BOARDING SCHOOL DHULIK,60,57,74,5,57,6,7,7,0,7,0,0,7,0,100
4324,DANG,58049,MOUNT VIEW ENGLISH BOARDING SCHOOL TRIBHU,64,6,61,51,49,50,25,25,0,21,4,0,25,0,100
1797,BHAKTAPUR,28073,MOUNT VIEW ENGLISH MA VI BALKOT,66,73,9,64,71,56,15,15,8,7,0,0,15,0,100
2004,KATHMANDU,29183,MOUNT VIEW SCHOOL MITRAPARK,6,68,84,48,46,54,49,49,8,41,0,0,49,0,100
4987,DANDELDHURA,76034,MOUNTAIN ENGLISH MEDIUM BOARDING SCHOOL B,49,5,55,35,63,51,14,14,0,9,4,0,13,1,93
632,MORANG,9137,MT MAKALU RESIDENTIAL SECONDARY SCHOOL DU,55,52,72,5,63,60,24,24,1,20,3,0,24,0,100
1593,DHADING,26039,MUKRAP DEVI MA VI SERTUNG,37,53,55,29,38,47,3,3,0,1,1,0,2,1,67
1388,SARLAHI,22031,MUKTESHWAR GANESH RAM SHAKTI JANATA MA VI,28,45,45,25,4,37,77,77,0,6,27,3,36,41,47
4244,PYUTHAN,57001,MUKTI MA VI RATAMATA,34,60,33,35,38,41,103,103,0,11,51,0,62,41,60
3979,MYAGDI,51003,MUKTIDHAM MA VI RAKHU,25,44,3,3,4,44,51,51,0,5,13,1,19,32,37
3980,MYAGDI,51004,MUKTIMARG MA VI GHAR,33,41,16,3,41,50,9,9,0,0,1,0,1,8,11
1528,NUWAKOT,25038,MUKUNDESHWARI MA VI CHAUTHE,31,53,56,34,51,49,23,23,0,5,14,0,19,4,83
4023,BAGLUNG,52007,MULPANI MA VI MULPANI,19,41,13,24,39,40,44,44,0,0,2,0,2,42,5
3913,RUPANDEHI,48130,MUNAL ENGLISH BOARDING SCHOOL BUTWAL-8,54,57,74,42,55,58,10,10,0,8,1,0,9,1,90
1349,MAHOTTARI,21039,MUNSIF MA VI SANDHA,15,23,25,13,24,25,19,19,0,0,1,0,1,18,5
1403,SARLAHI,22046,N R B JANTA MA VI SANGRAMPUR,22,33,43,25,37,33,23,23,0,0,5,0,5,18,22
1841,KATHMANDU,29014,N.K. SINGH MEMORIAL ENGLISH PREPARATORY SC,66,59,81,53,54,6,126,126,29,96,1,0,126,0,100
895,OKHALDHUNGA,13034,NABAJEEBAN MA VI PHEDIGUTH,2,38,12,28,51,32,21,21,0,0,2,0,2,19,10
1820,BHAKTAPUR,28096,NABIN ENGLISH SCHOOL JHAUKHEL-4,40,57,60,37,49,44,21,21,0,8,12,0,20,1,95
4943,BAITADI,75041,NAGARCHAN MA VI RANTOLI,15,32,14,23,34,3,13,13,0,0,0,0,0,13,000
1899,KATHMANDU,29074,NAGARJUN MA VI GOLDHUNGA,37,5,53,3,43,42,27,27,0,6,14,0,20,7,74
4917,BAITADI,75015,NAGARJUN MA VI SHARMALI,22,43,23,28,44,4,31,31,0,0,8,1,9,22,29
2113,KATHMANDU,29302,NAGARJUN THULAGAON MA VI JITPURPHEDI-7,39,44,47,30,43,46,39,39,0,8,21,1,30,9,77
2590,LALITPUR,32210,NAGARJUNA ACADEMY KUPONDOLE,62,58,74,49,66,51,5,5,1,4,0,0,5,0,100
1714,KAVREPALANC,27098,NAGDEVI MA VI MATE MAHADEVTAR,2,50,29,32,35,42,12,12,0,0,5,0,5,7,42
417,DHANKUTA,7023,NAGESHWOR MA VI LEGUWA,15,40,16,2,40,28,38,38,0,0,4,0,4,34,11
3844,RUPANDEHI,48059,NAHARPUR MA VI BUTWAL-13,31,43,41,28,43,54,25,24,0,5,10,0,15,9,63
2531,LALITPUR,32147,NALANDA ENGLISH BOARDING SCHOOL SATDOBAT,59,64,72,39,54,53,5,5,0,4,1,0,5,0,100
